id,name,company,salaty,job_experience,url
115999151,Аналитик данных (Data Scientist),Газпром нефть,0,От 1 года до 3 лет,https://hh.ru/vacancy/115999151
120306513,"Data Scientist, Моделирование продуктов В2С, Ozon Bank",Ozon,0,От 1 года до 3 лет,https://hh.ru/vacancy/120306513
120414717,Data Scientist,ГУП Московский социальный регистр,0,От 1 года до 3 лет,https://hh.ru/vacancy/120414717
120989563,Data Scientist в Trust&Safety (Wildberries),WILDBERRIES,0,От 3 до 6 лет,https://hh.ru/vacancy/120989563
119624423,Data Scientist (Middle+/Senior),СберМедИИ,0,От 3 до 6 лет,https://hh.ru/vacancy/119624423
120862080,Data Scientist (риски),Ингосстрах,0,От 3 до 6 лет,https://hh.ru/vacancy/120862080
121078073,"Старший специалист МО (ML Engineer / Data Scientist, видеоаналитика, CV)",Инфосистемы Джет,0,От 3 до 6 лет,https://hh.ru/vacancy/121078073
120525960,Junior Data Scientist (Стажер),Центр финансовых технологий,0,Нет опыта,https://hh.ru/vacancy/120525960
116416326,Старший data scientist (ML),Совкомбанк,0,От 1 года до 3 лет,https://hh.ru/vacancy/116416326
115399559,"Data Scientist, Оптимизация коммуникаций",Ozon,0,От 1 года до 3 лет,https://hh.ru/vacancy/115399559
120267881,Специалист по машинному обучению и ИИ/ Data Scientist в команду RecSys (middle),Литрес,0,От 1 года до 3 лет,https://hh.ru/vacancy/120267881
118073500,Data Scientist (middle),Газпром нефть,0,От 1 года до 3 лет,https://hh.ru/vacancy/118073500
120240958,Data Scientist/Дата-сайентист,Мокка,0,От 3 до 6 лет,https://hh.ru/vacancy/120240958
121071193,"Старший Data Scientist, RND проекты поиска",Ozon,0,От 3 до 6 лет,https://hh.ru/vacancy/121071193
120017307,Data Scientist (Computer Vision),Крым Диджитал Груп,0,От 3 до 6 лет,https://hh.ru/vacancy/120017307
120820931,"Data Scientist, Anti-Fraud, Ozon Bank",Ozon,0,От 3 до 6 лет,https://hh.ru/vacancy/120820931
118310517,Data Scientist (Classic ML/NLP),Компания БКС,0,От 3 до 6 лет,https://hh.ru/vacancy/118310517
120473027,Senior Data Scientist (Старший специалист по машинному обучению),МегаФон,0,От 3 до 6 лет,https://hh.ru/vacancy/120473027
119842731,Data Engineer,Koronatech,0,От 3 до 6 лет,https://hh.ru/vacancy/119842731
120388723,Data Scientist (RecSys),KAMAZ DIGITAL,0,От 3 до 6 лет,https://hh.ru/vacancy/120388723
120852100,Data Scientist,Группа НЛМК,0,От 3 до 6 лет,https://hh.ru/vacancy/120852100
120752797,Junior data scientist,Центральный банк Российской Федерации (Банк России),0,От 1 года до 3 лет,https://hh.ru/vacancy/120752797
119649229,Аналитик данных/Data Scientist,Финко,0,От 1 года до 3 лет,https://hh.ru/vacancy/119649229
120220633,Дата Саентист (Data Scientist),Mr.Flip,0,От 3 до 6 лет,https://hh.ru/vacancy/120220633
120603765,Data Engineer,МосТрансПроект,0,От 1 года до 3 лет,https://hh.ru/vacancy/120603765
120856977,Senior Data Scientist,РСХБ-Интех,0,От 3 до 6 лет,https://hh.ru/vacancy/120856977
120507612,Data Scientist/ Дата-сайентист (RAG/LLM/NLP),МАГ Девелопмент,0,От 3 до 6 лет,https://hh.ru/vacancy/120507612
120108943,Аналитик данных/Продуктовый аналитик/Data Scientist (Python),Яндекс,0,От 3 до 6 лет,https://hh.ru/vacancy/120108943
120752722,Data Scientist / NLP Engineer,Дельта Джи,0,От 3 до 6 лет,https://hh.ru/vacancy/120752722
120505195,Data Scientist / Machine Learning Engineer middle,Центр Методического Обеспечения Оптимизации Процессов Государственного Управления в Московской области,0,От 1 года до 3 лет,https://hh.ru/vacancy/120505195
120811194,Data Scientist (в Белград),STARTRIBE LTD,0,От 3 до 6 лет,https://hh.ru/vacancy/120811194
120412473,Аналитик данных,Linde,0,От 3 до 6 лет,https://hh.ru/vacancy/120412473
120837126,"Middle/Senior Data Scientist в Dynamic Pricing Platform [Big Data, МТС Веб Сервисы]",МТС,0,От 3 до 6 лет,https://hh.ru/vacancy/120837126
118869999,Data Analyst/Data Scientist в команду Внепродуктовой аналитики,X5 Tech,0,От 3 до 6 лет,https://hh.ru/vacancy/118869999
120855552,Data Scientist middle/senior,X5 Tech,0,От 3 до 6 лет,https://hh.ru/vacancy/120855552
120590087,Data Scientist (Модели CRM),Т1,0,От 3 до 6 лет,https://hh.ru/vacancy/120590087
119706210,Data Scientist (риск-моделирование),Центральный банк Российской Федерации (Банк России),0,От 1 года до 3 лет,https://hh.ru/vacancy/119706210
121090077,Data Scientist,ИЦ АЙ-ТЕКО,0,От 3 до 6 лет,https://hh.ru/vacancy/121090077
119578529,Data Scientist (ML Платформа),X5 Digital,0,От 3 до 6 лет,https://hh.ru/vacancy/119578529
120526155,Junior Data Scientist (Стажер),Центр финансовых технологий,0,Нет опыта,https://hh.ru/vacancy/120526155
120683183,Data Scientist (ПВР),Т1,0,От 3 до 6 лет,https://hh.ru/vacancy/120683183
119498854,Senior/Team Lead Data Scientist,РТ-Информационная безопасность,0,От 3 до 6 лет,https://hh.ru/vacancy/119498854
119884674,Data Scientist,РобоФинанс,0,От 3 до 6 лет,https://hh.ru/vacancy/119884674
117487440,Data Scientist/ML Engineer,X5 Digital,0,От 3 до 6 лет,https://hh.ru/vacancy/117487440
120562738,Data Scientist Team Lead / Дата сайентист (Ведущий),Рекрутинговое агентство The One,0,Более 6 лет,https://hh.ru/vacancy/120562738
120210942,Data Scientist,Банки.ру,0,От 3 до 6 лет,https://hh.ru/vacancy/120210942
121068646,Senior Data Scientist (LLM),Московская Биржа,0,От 3 до 6 лет,https://hh.ru/vacancy/121068646
120666540,"Senior NLP Engineer / NLP Data Scientist (LLM, GigaChat)",СБЕР,0,От 1 года до 3 лет,https://hh.ru/vacancy/120666540
120497188,Data scientist,ИЦ АЙ-ТЕКО,0,От 3 до 6 лет,https://hh.ru/vacancy/120497188
118643621,Middle/Senior Data Scientist,WILDBERRIES,0,От 3 до 6 лет,https://hh.ru/vacancy/118643621
120731309,"Data Scientist, Группа прогнозирования и оптимизации, Ozon Fresh",Ozon,0,От 3 до 6 лет,https://hh.ru/vacancy/120731309
120622025,Senior Data Scientist / Инженер машинного обучения в команду моделей для логистики,WILDBERRIES,0,От 3 до 6 лет,https://hh.ru/vacancy/120622025
118982234,Data Scientist NLP,СберПраво,0,От 1 года до 3 лет,https://hh.ru/vacancy/118982234
115496430,"Старший Data Scientist, Эффективность рекламы",Ozon,0,От 3 до 6 лет,https://hh.ru/vacancy/115496430
120596713,Data Scientist (Рекомендательные системы),1221Системс,0,От 3 до 6 лет,https://hh.ru/vacancy/120596713
120266086,Data Scientist/Специалист по обработке данных (NLP),Ингосстрах,0,От 3 до 6 лет,https://hh.ru/vacancy/120266086
120513692,Data Scientist / ML - инженер,ИЦ АЙ-ТЕКО,0,От 3 до 6 лет,https://hh.ru/vacancy/120513692
120427696,Data Scientist NLP (портал gosuslugi.ru),РТЛабс,0,От 3 до 6 лет,https://hh.ru/vacancy/120427696
120269262,Senior Data Scientist / Промо,"МАГНИТ, Розничная сеть",0,От 3 до 6 лет,https://hh.ru/vacancy/120269262
120389580,Senior Data Scientist / Промо,"МАГНИТ, Розничная сеть",0,От 3 до 6 лет,https://hh.ru/vacancy/120389580
120703243,Data Scientist (NLP),Медиапоинт,0,От 3 до 6 лет,https://hh.ru/vacancy/120703243
120804163,"Старший Data Scientist, Отбор кандидатов",Ozon,0,От 3 до 6 лет,https://hh.ru/vacancy/120804163
119634268,Data Scientist (SaluteSpeech),СБЕР,0,От 3 до 6 лет,https://hh.ru/vacancy/119634268
119479295,Data Scientist / ML - инженер,ИЦ АЙ-ТЕКО,0,От 3 до 6 лет,https://hh.ru/vacancy/119479295
120538489,Data Scientist (Специалист по языковым моделям),СберМобайл,0,От 3 до 6 лет,https://hh.ru/vacancy/120538489
118298668,Middle/Senior Data Scientist в команду ETA/RTA,2ГИС,0,От 3 до 6 лет,https://hh.ru/vacancy/118298668
120621759,"Lead Data Scientist [Платформа жизненных сценариев, МТС Веб Сервисы]",МТС,0,Более 6 лет,https://hh.ru/vacancy/120621759
119683696,Data Scientist (Ranking&Search),Lamoda Tech,0,От 3 до 6 лет,https://hh.ru/vacancy/119683696
120447462,Senior Business Analyst,Платформа Сейлз Чейн,0,От 3 до 6 лет,https://hh.ru/vacancy/120447462
118309827,Data Scientist (GenAI),Компания БКС,0,От 3 до 6 лет,https://hh.ru/vacancy/118309827
112852766,"Старший Data Scientist, Факторы ранжирования",Ozon,0,От 3 до 6 лет,https://hh.ru/vacancy/112852766
116457750,"Старший Data Scientist, Рекомендации и персонализация",Ozon,0,От 3 до 6 лет,https://hh.ru/vacancy/116457750
120605790,Старший инженер машинного обучения в Core LLM,WILDBERRIES,0,Более 6 лет,https://hh.ru/vacancy/120605790
119397195,ML Engineer/Data Scientist платформа КД Макс (Ценообразование),X5 Tech,0,От 3 до 6 лет,https://hh.ru/vacancy/119397195
119556787,Data Scientist (AI Stylist),Lamoda Tech,0,От 3 до 6 лет,https://hh.ru/vacancy/119556787
115480005,Data analyst/data scientist на продукт HR MAX,X5 Tech,0,От 3 до 6 лет,https://hh.ru/vacancy/115480005
119902261,"Старший Data Scientist, Группа анализа и валидации экспериментов",Ozon,0,От 3 до 6 лет,https://hh.ru/vacancy/119902261
119038333,Senior Data Scientist (RL),Ecom.tech,0,От 3 до 6 лет,https://hh.ru/vacancy/119038333
120306373,Senior Data Scientist Researcher (Старший исследователь в области Data Science),РУСАЛ,0,От 3 до 6 лет,https://hh.ru/vacancy/120306373
120771734,Data Scientist,YADRO,0,От 3 до 6 лет,https://hh.ru/vacancy/120771734
118916097,"Старший Data Scientist, Построение запросов",Ozon,0,От 3 до 6 лет,https://hh.ru/vacancy/118916097
120371820,Data Scientist в команду Пополнения,X5 Tech,0,От 3 до 6 лет,https://hh.ru/vacancy/120371820
119731668,Lead AI Engineer / Data Scientist,Газпромнефть-Региональные продажи,0,Более 6 лет,https://hh.ru/vacancy/119731668
120666522,"Senior Data Scientist в команду ""Разработка AI-решений БСР""",СБЕР,0,От 3 до 6 лет,https://hh.ru/vacancy/120666522
120665540,"Senior Data Scientist в команду ""Разработка AI-решений БСР""",СБЕР,0,От 3 до 6 лет,https://hh.ru/vacancy/120665540
120292552,Senior Data Scientist в команду предиктивной аналитики,VK,0,От 3 до 6 лет,https://hh.ru/vacancy/120292552
120837543,"Senior Data Scientist (ML Pricing), Модели матчинга",Ozon,0,От 3 до 6 лет,https://hh.ru/vacancy/120837543
118298669,Middle/Senior Data Scientist в команду ETA/RTA,2ГИС,0,От 3 до 6 лет,https://hh.ru/vacancy/118298669
119542285,Senior/Lead Data Scientist (LLM),Diamond Personnel R&C,0,Более 6 лет,https://hh.ru/vacancy/119542285
120714219,Data Scientist,СБЕР,0,От 3 до 6 лет,https://hh.ru/vacancy/120714219
119927833,Data Scientist/ML Engineer,"Hi, Rockits!",0,От 3 до 6 лет,https://hh.ru/vacancy/119927833
120017224,"Data Scientist (NLP, LLM)",Крым Диджитал Груп,0,От 3 до 6 лет,https://hh.ru/vacancy/120017224
120071256,Senior Data Scientist / старший аналитик-исследователь в команду ж/д,Туту,0,От 3 до 6 лет,https://hh.ru/vacancy/120071256
120665475,"Senior Data Scientist (NLP, ИИ-агенты) в блок ""Стратегия и Развитие"")",СБЕР,0,От 3 до 6 лет,https://hh.ru/vacancy/120665475
120719206,Senior Data Scientist,МФО ОнлайнКазФинанс (ТМ Solva),0,От 3 до 6 лет,https://hh.ru/vacancy/120719206
115397207,"Старший Data Scientist, Рекламный аукцион и управление ставками",Ozon,0,От 3 до 6 лет,https://hh.ru/vacancy/115397207
120643480,Data Engineer,ИЦ АЙ-ТЕКО,0,Более 6 лет,https://hh.ru/vacancy/120643480
120665524,"Middle Data Scientist в команду ""Разработка AI-решений БСР""",СБЕР,0,От 1 года до 3 лет,https://hh.ru/vacancy/120665524
98275778,"Старший Data Scientist, Ранжирование",Ozon,0,От 3 до 6 лет,https://hh.ru/vacancy/98275778
120666474,"Senior NLP, LLM Data Scientist",СБЕР,0,От 3 до 6 лет,https://hh.ru/vacancy/120666474
120693509,Senior Data Scientist в команду аналитики профилей в AI VK,VK,0,От 1 года до 3 лет,https://hh.ru/vacancy/120693509
120373276,Senior Data scientist / Старший эконометрист,Okkam,0,От 3 до 6 лет,https://hh.ru/vacancy/120373276
118917456,Senior Data Scientist в Товарные рекомендации,WILDBERRIES,0,От 3 до 6 лет,https://hh.ru/vacancy/118917456
120125250,"Data Scientist (классический ML, Антифрод)",Житняков Денис,0,От 3 до 6 лет,https://hh.ru/vacancy/120125250
120371131,Middle/Senior Data Scientist / ML Engineer в команду Прогноза промо-продаж,X5 Tech,0,От 3 до 6 лет,https://hh.ru/vacancy/120371131
116376738,Data scientist,AMarkets,0,От 3 до 6 лет,https://hh.ru/vacancy/116376738
120629937,Team Lead Data Scientist (RecSys),СБЕР,0,От 3 до 6 лет,https://hh.ru/vacancy/120629937
119964588,Senior Research Scientist (to Montenegro),Tungsten Montenegro DOO Podgorica,0,От 3 до 6 лет,https://hh.ru/vacancy/119964588
119332755,Data Scientist (Senior),ПКО АйДи Коллект,0,От 3 до 6 лет,https://hh.ru/vacancy/119332755
120655579,AI-СПЕЦИАЛИСТ (Data Scientist + ML Engineer),ТендерПроКонсалт,0,От 3 до 6 лет,https://hh.ru/vacancy/120655579
120606391,Senior Data Scientist (Customer Value Proposition),Lamoda Tech,0,От 3 до 6 лет,https://hh.ru/vacancy/120606391
118605376,Senior ML-инженер (Recommendation Systems),WILDBERRIES,0,От 3 до 6 лет,https://hh.ru/vacancy/118605376
120378017,"Старший системный аналитик (SCADA, Qgis)",ГКУ Инфогород,0,От 3 до 6 лет,https://hh.ru/vacancy/120378017
119377776,Senior ML Engineer / Data scientist (Ведущий ML-инженер),Инфосистемы Джет,0,От 3 до 6 лет,https://hh.ru/vacancy/119377776
119277888,Senior Data Scientist (NLP ML Autotasking),АВИТО ТЕХ,0,От 3 до 6 лет,https://hh.ru/vacancy/119277888
113763738,"Senior Data Scientist (NLP, LLM, VLM), Модели матчинга",Ozon,0,От 3 до 6 лет,https://hh.ru/vacancy/113763738
119961214,Senior Data Scientist (Rec. system),Okko,0,От 3 до 6 лет,https://hh.ru/vacancy/119961214
120462986,Team Lead Data Scientist,Циан,0,От 3 до 6 лет,https://hh.ru/vacancy/120462986
119739188,Senior Data Scientist/Data Analyst на продукт Ценообразование,X5 Tech,0,Более 6 лет,https://hh.ru/vacancy/119739188
120102563,Team Lead MLOps,Звук,0,От 3 до 6 лет,https://hh.ru/vacancy/120102563
120619012,Senior Data Scientist/ML Engineer в команду Чековой аналитики,X5 Tech,0,Более 6 лет,https://hh.ru/vacancy/120619012
118562501,"Автор на курс ""Специалист по Data Science""",Яндекс Практикум,0,От 3 до 6 лет,https://hh.ru/vacancy/118562501
115144362,Team Lead Data Scientist,Циан,0,От 3 до 6 лет,https://hh.ru/vacancy/115144362
119959811,Data Scientist в Сетку,HeadHunter,0,От 3 до 6 лет,https://hh.ru/vacancy/119959811
117704951,Senior Data Scientist (Search & Recommendation),Циан,0,От 3 до 6 лет,https://hh.ru/vacancy/117704951
119961233,Senior Data Scientist (Rec. system),Okko,0,От 3 до 6 лет,https://hh.ru/vacancy/119961233
118971562,Team Lead RND / Senior Data Scientist NLP,СберПраво,0,От 3 до 6 лет,https://hh.ru/vacancy/118971562
116084385,Senior Data Scientist в команду LLM-разметки в AI VK,VK,0,От 3 до 6 лет,https://hh.ru/vacancy/116084385
121083089,Руководитель отдела срм и аналитики,Mercury,0,Более 6 лет,https://hh.ru/vacancy/121083089
120895957,Аналитик данных (Data Analyst),Qugo,0,От 1 года до 3 лет,https://hh.ru/vacancy/120895957
120921723,Системный аналитик,ОТР Проекты,0,От 1 года до 3 лет,https://hh.ru/vacancy/120921723
120557419,Младший дата аналитик/ Junior data аnalyst,Медиапоинт,0,От 1 года до 3 лет,https://hh.ru/vacancy/120557419
121091087,Junior ML Engineer / Data scientist (Младший специалист МО),Инфосистемы Джет,0,От 1 года до 3 лет,https://hh.ru/vacancy/121091087
120868098,Аналитик данных,Солар,0,От 1 года до 3 лет,https://hh.ru/vacancy/120868098
121098247,Data Analyst / Fixed Income Analyst (junior),EGAR,0,Нет опыта,https://hh.ru/vacancy/121098247
120993024,Аналитик по управлению данными,МТС Финтех,0,Нет опыта,https://hh.ru/vacancy/120993024
120974042,Аналитик данных (работа с ИИ),Галс-Девелопмент,0,От 1 года до 3 лет,https://hh.ru/vacancy/120974042
121072089,Data Analyst \ Аналитик данных,«UZUM TECHNOLOGIES»,0,От 3 до 6 лет,https://hh.ru/vacancy/121072089
120697257,Младший аналитик данных / Junior Data Analyst,Mediascope,0,От 1 года до 3 лет,https://hh.ru/vacancy/120697257
120836999,Head of analytics (Директор по аналитике),Karuna,0,Более 6 лет,https://hh.ru/vacancy/120836999
120995212,Data-аналитик,LOYMAX AI,0,От 1 года до 3 лет,https://hh.ru/vacancy/120995212
120316369,Data Engineer (Middle),Bnovo,0,От 3 до 6 лет,https://hh.ru/vacancy/120316369
120872744,Аналитик (AI проекты),СберЗдоровье,0,Нет опыта,https://hh.ru/vacancy/120872744
120856195,Data Analyst (Perfluence),Rambler&Co,0,От 1 года до 3 лет,https://hh.ru/vacancy/120856195
121023782,Аналитик на проект голосовых сервисов,Совкомбанк Технологии,0,От 1 года до 3 лет,https://hh.ru/vacancy/121023782
121069778,Аналитик на проект голосовых сервисов,Совкомбанк Технологии,0,От 1 года до 3 лет,https://hh.ru/vacancy/121069778
120868238,Аналитик данных / Инженер данных/ Data Scientist / Data Analyst / Data engineer,СтандартПроект,0,От 1 года до 3 лет,https://hh.ru/vacancy/120868238
121109073,Data Engineer (ML/LLM проекты),ВсеИнструменты.ру,0,От 1 года до 3 лет,https://hh.ru/vacancy/121109073
120224760,Бизнес-системный аналитик,Data-Driven Lab,0,От 1 года до 3 лет,https://hh.ru/vacancy/120224760
120859472,Data Analyst,T2,0,От 1 года до 3 лет,https://hh.ru/vacancy/120859472
120696921,Системный аналитик,СберСити,0,От 1 года до 3 лет,https://hh.ru/vacancy/120696921
120247650,Аналитик DWH,BMW,0,От 3 до 6 лет,https://hh.ru/vacancy/120247650
120974424,Руководитель BI аналитики (Купер),Ecom.tech,0,Более 6 лет,https://hh.ru/vacancy/120974424
121085334,SQL-разработчик (Senior),WMT,0,От 3 до 6 лет,https://hh.ru/vacancy/121085334
120869723,Data Analyst (DWH),DENUM GROUP,0,От 1 года до 3 лет,https://hh.ru/vacancy/120869723
120905740,Data Analyst / Аналитик данных,Ваш KPI,0,От 3 до 6 лет,https://hh.ru/vacancy/120905740
120880760,BI-аналитик / Аналитик данных,Циан,0,От 3 до 6 лет,https://hh.ru/vacancy/120880760
120997106,Аналитик данных BI (Tableau),Спортмастер,0,От 1 года до 3 лет,https://hh.ru/vacancy/120997106
121089148,Аналитик данных,Bell Integrator Регионы,0,От 1 года до 3 лет,https://hh.ru/vacancy/121089148
121034579,Руководитель направления аналитики,metaLead,0,От 3 до 6 лет,https://hh.ru/vacancy/121034579
118712822,Data Analyst,GlowByte,0,От 1 года до 3 лет,https://hh.ru/vacancy/118712822
119920669,Data analyst / Аналитик данных,"Hi, Rockits!",0,Нет опыта,https://hh.ru/vacancy/119920669
119780871,Системный / Бизнес аналитик (Fullstack analyst),MPSTATS,0,От 3 до 6 лет,https://hh.ru/vacancy/119780871
118570463,Младший специалист по анализу данных / Junior Data Scientist,Okkam,0,От 1 года до 3 лет,https://hh.ru/vacancy/118570463
121087435,Аналитик данных в команду Big Data,Navio (ООО Автотех),0,От 3 до 6 лет,https://hh.ru/vacancy/121087435
120863837,Data Analyst (mobile games),Crazy Panda,0,От 1 года до 3 лет,https://hh.ru/vacancy/120863837
120915452,Главный аналитик (Data Scientist),Аэрофлот,0,От 1 года до 3 лет,https://hh.ru/vacancy/120915452
120995213,Data-аналитик,LOYMAX AI,0,От 1 года до 3 лет,https://hh.ru/vacancy/120995213
120540433,Системный аналитик (DataPlatform BigData),Cloud.ru,0,Нет опыта,https://hh.ru/vacancy/120540433
119417495,BI-аналитик,TWIGA Communication Group,0,От 1 года до 3 лет,https://hh.ru/vacancy/119417495
120836127,Аналитик данных,М.Видео-Эльдорадо,0,От 1 года до 3 лет,https://hh.ru/vacancy/120836127
120071390,Data Engineer,BLACKHUB GAMES,0,От 3 до 6 лет,https://hh.ru/vacancy/120071390
120803675,Data Scientist,Lens Consulting,0,От 1 года до 3 лет,https://hh.ru/vacancy/120803675
120574376,Дата-аналитик,Честный знак.рф,0,От 1 года до 3 лет,https://hh.ru/vacancy/120574376
120346249,Продуктовый аналитик,Aviasales.ru,0,От 1 года до 3 лет,https://hh.ru/vacancy/120346249
121111509,Ведущий аналитик по направлению BI и управления данными,Группа RBI,0,От 1 года до 3 лет,https://hh.ru/vacancy/121111509
120920282,Системный аналитик (микросервисы и архитектура),Lofty.,0,От 3 до 6 лет,https://hh.ru/vacancy/120920282
120754851,Аналитик данных ML-Engineer (Data Science),Аналитические программные решения,0,От 1 года до 3 лет,https://hh.ru/vacancy/120754851
120858990,Аналитик данных,Т1,0,От 1 года до 3 лет,https://hh.ru/vacancy/120858990
121076029,Analytics Team Lead,Ок Софт,0,От 3 до 6 лет,https://hh.ru/vacancy/121076029
120295299,Системный аналитик,Metaratings,0,От 1 года до 3 лет,https://hh.ru/vacancy/120295299
